mnthborn,yearborn,age,electric,radio,tv,bicycle,educ,ceb,agefbrth,children,knowmeth,usemeth,monthfm,yearfm,agefm,idlnchld,heduc,agesq,urban,urb_educ,spirit,protest,catholic,frsthalf,educ0,evermarr
8,51,37,0.0,1.0,0.0,1.0,7,8,17.0,8,1.0,1.0,7.0,68.0,16.0,6.0,6.0,1369,0,0,0,0,0,0,0,1
3,57,31,0.0,1.0,0.0,1.0,0,7,17.0,7,1.0,0.0,6.0,74.0,17.0,5.0,0.0,961,0,0,0,0,0,1,1,1
9,63,24,0.0,0.0,0.0,0.0,7,1,19.0,1,1.0,1.0,,,,6.0,,576,0,0,1,0,0,0,0,0
2,42,46,0.0,1.0,0.0,1.0,0,7,19.0,7,1.0,0.0,9.0,62.0,20.0,8.0,3.0,2116,0,0,0,0,0,1,1,1
3,53,35,0.0,1.0,0.0,1.0,5,1,18.0,1,1.0,1.0,9.0,72.0,19.0,9.0,,1225,0,0,1,0,0,1,0,1
9,66,21,0.0,1.0,0.0,1.0,6,2,17.0,2,1.0,1.0,1.0,82.0,15.0,4.0,6.0,441,0,0,1,0,0,0,0,1
6,69,19,0.0,1.0,0.0,1.0,8,0,,0,1.0,0.0,,,,5.0,,361,0,0,1,0,0,1,0,0
1,68,20,0.0,1.0,0.0,1.0,10,1,18.0,1,1.0,1.0,,,,6.0,,400,0,0,1,0,0,1,0,0
12,49,38,0.0,1.0,0.0,1.0,6,8,17.0,7,1.0,1.0,12.0,69.0,20.0,7.0,2.0,1444,0,0,0,0,0,0,0,1
8,67,21,0.0,1.0,0.0,1.0,7,1,20.0,1,1.0,0.0,,,,4.0,,441,0,0,1,0,0,0,0,0
1,72,16,0.0,1.0,0.0,1.0,8,0,,0,1.0,0.0,,,,2.0,,256,0,0,0,1,0,1,0,0
6,62,26,1.0,1.0,0.0,0.0,10,2,19.0,2,1.0,1.0,,,,4.0,,676,0,0,0,0,0,1,0,0
1,54,34,0.0,1.0,0.0,0.0,3,5,20.0,5,1.0,1.0,9.0,76.0,22.0,6.0,7.0,1156,0,0,1,0,0,1,0,1
8,73,15,0.0,1.0,0.0,1.0,7,0,,0,1.0,0.0,,,,2.0,,225,0,0,1,0,0,0,0,0
4,46,42,1.0,1.0,0.0,0.0,6,4,21.0,3,1.0,1.0,,,,3.0,,1764,0,0,1,0,0,1,0,0
2,62,26,1.0,1.0,0.0,0.0,15,2,21.0,2,1.0,1.0,,,,3.0,,676,0,0,0,0,1,1,0,0
7,48,40,1.0,1.0,1.0,1.0,10,5,17.0,4,1.0,1.0,5.0,67.0,18.0,6.0,10.0,1600,0,0,0,0,0,0,0,1
3,63,25,1.0,1.0,0.0,0.0,10,1,23.0,1,1.0,1.0,12.0,87.0,24.0,4.0,12.0,625,0,0,0,0,0,1,0,1
7,58,30,1.0,1.0,0.0,0.0,10,2,24.0,2,1.0,1.0,8.0,83.0,25.0,4.0,15.0,900,0,0,0,0,1,0,0,1
12,58,29,1.0,1.0,0.0,0.0,10,2,19.0,2,1.0,1.0,,,,4.0,,841,0,0,0,1,0,0,0,0
7,70,18,1.0,1.0,0.0,0.0,3,0,,0,1.0,1.0,,,,2.0,,324,0,0,0,0,0,0,0,0
3,60,28,1.0,1.0,0.0,0.0,10,2,17.0,2,1.0,1.0,3.0,80.0,20.0,3.0,7.0,784,0,0,1,0,0,1,0,1
8,60,28,1.0,1.0,0.0,1.0,15,3,21.0,2,1.0,1.0,8.0,82.0,22.0,5.0,15.0,784,0,0,1,0,0,0,0,1
4,63,25,1.0,1.0,0.0,0.0,10,1,19.0,0,1.0,0.0,2.0,83.0,19.0,4.0,14.0,625,0,0,0,1,0,1,0,1
9,63,24,0.0,1.0,0.0,1.0,7,2,18.0,2,1.0,1.0,,,,4.0,,576,0,0,0,0,0,0,0,0
5,60,28,1.0,1.0,0.0,0.0,10,3,20.0,3,1.0,1.0,4.0,81.0,20.0,3.0,14.0,784,0,0,0,0,0,1,0,1
9,70,17,1.0,1.0,0.0,0.0,9,1,16.0,1,1.0,1.0,,,,4.0,,289,0,0,1,0,0,0,0,0
9,66,21,1.0,1.0,0.0,0.0,10,0,,0,1.0,1.0,,,,4.0,,441,0,0,1,0,0,0,0,0
10,58,29,1.0,1.0,0.0,0.0,14,0,,0,1.0,0.0,,,,4.0,,841,0,0,1,0,0,0,0,0
6,59,29,1.0,1.0,0.0,0.0,12,2,22.0,2,1.0,1.0,12.0,79.0,20.0,4.0,9.0,841,0,0,1,0,0,1,0,1
1,68,20,1.0,0.0,0.0,0.0,10,0,,0,1.0,1.0,,,,4.0,,400,0,0,1,0,0,1,0,0
3,62,26,1.0,1.0,0.0,0.0,10,1,20.0,1,1.0,1.0,,,,4.0,,676,0,0,0,0,0,1,0,0
10,58,29,1.0,1.0,0.0,0.0,7,1,23.0,1,1.0,1.0,,,,6.0,,841,0,0,0,0,0,0,0,0
10,72,15,1.0,1.0,0.0,0.0,9,0,,0,1.0,0.0,,,,3.0,,225,0,0,0,1,0,0,0,0
4,71,17,1.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,,,,2.0,,289,0,0,1,0,0,1,0,0
8,55,33,1.0,1.0,0.0,0.0,12,0,,0,1.0,1.0,2.0,86.0,30.0,4.0,12.0,1089,0,0,0,0,1,0,0,1
8,60,28,1.0,1.0,0.0,0.0,14,1,19.0,1,1.0,1.0,,,,3.0,,784,0,0,1,0,0,0,0,0
2,56,32,0.0,1.0,0.0,1.0,2,5,20.0,4,1.0,0.0,12.0,75.0,19.0,6.0,7.0,1024,0,0,0,0,0,1,0,1
8,56,32,0.0,0.0,0.0,1.0,5,5,19.0,5,1.0,1.0,10.0,79.0,23.0,6.0,7.0,1024,0,0,1,0,0,0,0,1
1,59,29,0.0,1.0,0.0,1.0,9,3,19.0,3,1.0,0.0,1.0,82.0,23.0,6.0,7.0,841,0,0,1,0,0,1,0,1
1,64,24,0.0,1.0,0.0,1.0,7,3,19.0,3,1.0,0.0,10.0,81.0,17.0,4.0,7.0,576,0,0,1,0,0,1,0,1
4,55,33,0.0,1.0,0.0,1.0,4,6,21.0,6,1.0,0.0,10.0,81.0,26.0,7.0,0.0,1089,0,0,0,1,0,1,0,1
6,44,44,0.0,1.0,0.0,0.0,1,5,22.0,5,1.0,0.0,8.0,75.0,31.0,2.0,2.0,1936,0,0,0,0,0,1,0,1
11,52,35,0.0,1.0,0.0,0.0,6,7,21.0,6,1.0,1.0,1.0,71.0,18.0,6.0,6.0,1225,0,0,0,0,0,0,0,1
3,61,27,0.0,1.0,0.0,1.0,7,2,23.0,2,1.0,1.0,,,,5.0,,729,0,0,1,0,0,1,0,0
3,66,22,0.0,1.0,0.0,1.0,7,2,18.0,1,1.0,1.0,12.0,84.0,18.0,3.0,7.0,484,0,0,1,0,0,1,0,1
4,62,26,0.0,1.0,0.0,1.0,6,4,12.0,4,1.0,1.0,1.0,75.0,12.0,6.0,10.0,676,0,0,0,1,0,1,0,1
8,66,22,0.0,1.0,0.0,1.0,7,0,,0,1.0,0.0,4.0,85.0,18.0,5.0,0.0,484,0,0,0,0,0,0,0,1
1,67,21,0.0,1.0,0.0,1.0,7,2,17.0,2,1.0,0.0,,,,4.0,,441,0,0,1,0,0,1,0,0
11,62,25,0.0,0.0,0.0,0.0,8,2,20.0,2,1.0,1.0,,,,4.0,,625,0,0,0,0,0,0,0,0
2,42,46,0.0,0.0,0.0,0.0,3,5,22.0,5,1.0,1.0,7.0,61.0,19.0,6.0,6.0,2116,0,0,0,1,0,1,0,1
9,71,16,0.0,1.0,0.0,1.0,7,0,,0,1.0,0.0,,,,3.0,,256,0,0,1,0,0,0,0,0
5,71,17,0.0,0.0,0.0,0.0,5,0,,0,1.0,0.0,,,,2.0,,289,0,0,1,0,0,1,0,0
8,69,19,0.0,1.0,0.0,1.0,10,0,,0,1.0,1.0,,,,4.0,,361,0,0,1,0,0,0,0,0
9,72,15,0.0,1.0,0.0,1.0,6,1,15.0,1,1.0,0.0,,,,2.0,,225,0,0,0,0,0,0,0,0
3,67,21,0.0,0.0,0.0,0.0,6,0,,0,1.0,0.0,,,,6.0,,441,0,0,0,0,0,1,0,0
1,57,31,0.0,1.0,0.0,1.0,0,1,28.0,1,1.0,0.0,1.0,76.0,19.0,10.0,7.0,961,0,0,0,0,0,1,1,1
1,40,48,0.0,0.0,0.0,1.0,0,11,20.0,10,1.0,0.0,11.0,56.0,16.0,6.0,,2304,0,0,0,0,0,1,1,1
1,71,17,0.0,1.0,0.0,1.0,2,0,,0,1.0,0.0,,,,5.0,,289,0,0,0,0,0,1,0,0
11,57,30,0.0,0.0,0.0,1.0,0,6,13.0,6,1.0,0.0,7.0,71.0,13.0,4.0,5.0,900,0,0,0,0,0,0,1,1
12,59,28,0.0,1.0,0.0,0.0,6,5,12.0,5,1.0,1.0,10.0,72.0,12.0,2.0,7.0,784,0,0,1,0,0,0,0,1
3,65,23,0.0,1.0,0.0,0.0,10,1,17.0,1,1.0,1.0,,,,5.0,,529,0,0,0,0,0,1,0,0
1,70,18,0.0,1.0,0.0,0.0,10,1,18.0,1,1.0,1.0,,,,5.0,,324,0,0,1,0,0,1,0,0
6,66,22,0.0,1.0,0.0,1.0,3,2,18.0,2,1.0,0.0,2.0,86.0,19.0,4.0,5.0,484,0,0,1,0,0,1,0,1
4,53,35,0.0,1.0,0.0,0.0,4,4,21.0,4,1.0,0.0,3.0,84.0,30.0,4.0,1.0,1225,0,0,1,0,0,1,0,1
6,48,40,0.0,1.0,0.0,0.0,2,5,20.0,5,1.0,1.0,12.0,70.0,22.0,5.0,,1600,0,0,1,0,0,1,0,1
3,69,19,0.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,,,,4.0,,361,0,0,1,0,0,1,0,0
12,57,30,0.0,1.0,0.0,0.0,4,3,22.0,3,1.0,1.0,6.0,78.0,20.0,6.0,7.0,900,0,0,1,0,0,0,0,1
5,55,33,0.0,1.0,0.0,0.0,5,3,21.0,3,1.0,1.0,,,,4.0,,1089,0,0,1,0,0,1,0,0
9,59,29,0.0,1.0,0.0,0.0,0,2,20.0,1,1.0,0.0,4.0,78.0,18.0,5.0,10.0,841,0,0,1,0,0,0,1,1
10,66,21,0.0,1.0,0.0,0.0,7,2,16.0,2,1.0,1.0,,,,4.0,,441,0,0,1,0,0,0,0,0
8,68,20,0.0,1.0,0.0,0.0,7,2,17.0,2,1.0,1.0,3.0,86.0,17.0,4.0,10.0,400,0,0,1,0,0,0,0,1
8,68,20,0.0,1.0,0.0,1.0,7,1,18.0,1,1.0,1.0,,,,4.0,,400,0,0,1,0,0,0,0,0
12,71,16,0.0,1.0,0.0,1.0,8,0,,0,1.0,1.0,,,,3.0,,256,0,0,1,0,0,0,0,0
7,47,41,0.0,0.0,0.0,0.0,0,3,21.0,3,1.0,0.0,12.0,67.0,20.0,6.0,0.0,1681,0,0,0,0,0,0,1,1
2,53,35,0.0,1.0,0.0,0.0,7,4,22.0,4,1.0,1.0,6.0,74.0,21.0,4.0,7.0,1225,0,0,1,0,0,1,0,1
6,63,25,0.0,1.0,0.0,0.0,7,3,19.0,3,1.0,1.0,,,,6.0,,625,0,0,0,0,0,1,0,0
12,52,35,0.0,1.0,0.0,0.0,7,1,20.0,1,1.0,0.0,,,,5.0,,1225,0,0,0,0,0,0,0,0
1,64,24,0.0,1.0,0.0,0.0,10,1,23.0,1,1.0,,2.0,86.0,22.0,5.0,7.0,576,0,0,0,0,0,1,0,1
5,69,19,0.0,1.0,0.0,1.0,8,2,16.0,2,1.0,1.0,,,,4.0,,361,0,0,0,1,0,1,0,0
3,67,21,0.0,1.0,0.0,1.0,8,0,,0,1.0,0.0,,,,3.0,,441,0,0,0,0,1,1,0,0
4,65,23,0.0,0.0,0.0,0.0,4,0,,0,1.0,0.0,12.0,83.0,18.0,5.0,3.0,529,0,0,0,0,0,1,0,1
7,43,45,0.0,1.0,0.0,1.0,6,4,19.0,3,1.0,0.0,5.0,63.0,19.0,4.0,4.0,2025,0,0,0,1,0,0,0,1
3,72,16,0.0,,0.0,1.0,8,0,,0,1.0,0.0,,,,3.0,,256,0,0,0,0,0,1,0,0
1,49,39,0.0,1.0,0.0,1.0,7,4,21.0,4,1.0,1.0,6.0,83.0,34.0,4.0,7.0,1521,0,0,1,0,0,1,0,1
7,70,18,0.0,1.0,0.0,1.0,8,1,15.0,1,1.0,1.0,,,,4.0,,324,0,0,1,0,0,0,0,0
10,49,38,0.0,1.0,0.0,1.0,4,2,18.0,1,1.0,0.0,12.0,70.0,21.0,10.0,10.0,1444,0,0,0,0,0,0,0,1
7,72,16,0.0,0.0,0.0,0.0,7,1,15.0,1,1.0,0.0,,,,4.0,,256,0,0,1,0,0,0,0,0
1,72,16,0.0,1.0,0.0,1.0,7,0,,0,1.0,0.0,,,,2.0,,256,0,0,0,0,0,1,0,0
5,70,18,0.0,1.0,0.0,1.0,8,0,,0,1.0,0.0,,,,3.0,,324,0,0,0,0,0,1,0,0
2,46,42,0.0,1.0,0.0,1.0,5,5,17.0,5,1.0,1.0,1.0,66.0,19.0,5.0,9.0,1764,0,0,0,0,0,1,0,1
5,60,28,0.0,1.0,0.0,0.0,7,2,21.0,2,1.0,1.0,5.0,85.0,25.0,5.0,14.0,784,0,0,1,0,0,1,0,1
6,54,34,0.0,1.0,0.0,1.0,9,4,19.0,4,1.0,1.0,12.0,75.0,21.0,6.0,14.0,1156,0,0,0,0,0,1,0,1
7,71,17,0.0,1.0,1.0,0.0,11,0,,0,1.0,1.0,,,,4.0,,289,0,0,0,1,0,0,0,0
3,60,28,0.0,0.0,0.0,0.0,0,3,20.0,3,1.0,1.0,1.0,84.0,23.0,10.0,7.0,784,0,0,1,0,0,1,1,1
5,67,21,0.0,0.0,0.0,0.0,7,1,19.0,1,1.0,1.0,,,,4.0,,441,0,0,1,0,0,1,0,0
11,63,24,0.0,0.0,0.0,0.0,4,1,19.0,1,1.0,0.0,4.0,82.0,18.0,5.0,7.0,576,0,0,1,0,0,0,0,1
1,70,18,0.0,0.0,0.0,1.0,8,0,,0,1.0,0.0,,,,4.0,,324,0,0,0,0,0,1,0,0
5,65,23,0.0,0.0,0.0,0.0,0,1,17.0,1,1.0,1.0,12.0,80.0,15.0,8.0,0.0,529,0,0,1,0,0,1,1,1
1,47,41,0.0,0.0,0.0,0.0,0,8,20.0,4,1.0,0.0,9.0,60.0,13.0,6.0,0.0,1681,0,0,0,0,0,1,1,1
1,46,42,0.0,1.0,0.0,0.0,6,5,19.0,5,1.0,0.0,8.0,66.0,20.0,3.0,4.0,1764,0,0,0,0,0,1,0,1
5,49,39,0.0,1.0,0.0,0.0,3,4,16.0,3,1.0,0.0,11.0,64.0,15.0,6.0,6.0,1521,0,0,1,0,0,1,0,1
6,59,29,0.0,1.0,0.0,0.0,8,3,18.0,3,1.0,1.0,1.0,77.0,17.0,6.0,10.0,841,0,0,0,0,0,1,0,1
8,45,43,0.0,0.0,0.0,0.0,0,6,18.0,6,1.0,1.0,9.0,61.0,16.0,15.0,0.0,1849,0,0,0,0,0,0,1,1
2,54,34,0.0,0.0,0.0,0.0,5,6,21.0,4,1.0,1.0,1.0,73.0,18.0,6.0,7.0,1156,0,0,1,0,0,1,0,1
9,60,28,0.0,1.0,0.0,0.0,0,1,17.0,1,1.0,0.0,,,,5.0,,784,0,0,1,0,0,0,1,0
2,64,24,0.0,0.0,0.0,0.0,14,2,17.0,2,1.0,1.0,2.0,84.0,20.0,5.0,10.0,576,0,0,0,0,1,1,0,1
4,63,25,0.0,1.0,0.0,0.0,14,3,17.0,2,1.0,1.0,,,,4.0,,625,0,0,0,0,1,1,0,0
12,55,32,0.0,0.0,0.0,0.0,12,4,21.0,4,1.0,1.0,,,,7.0,,1024,0,0,1,0,0,0,0,0
7,68,20,0.0,0.0,0.0,0.0,7,0,,0,1.0,1.0,,,,6.0,,400,0,0,1,0,0,0,0,0
8,69,19,0.0,1.0,0.0,0.0,10,0,,0,1.0,1.0,,,,2.0,,361,0,0,0,1,0,0,0,0
1,62,26,0.0,1.0,0.0,0.0,14,2,20.0,2,1.0,1.0,,,,4.0,,676,0,0,1,0,0,1,0,0
6,53,35,0.0,1.0,0.0,0.0,14,1,16.0,0,1.0,0.0,,,,4.0,,1225,0,0,0,1,0,1,0,0
2,60,28,0.0,0.0,0.0,0.0,7,4,18.0,4,1.0,1.0,7.0,78.0,18.0,6.0,0.0,784,0,0,1,0,0,1,0,1
3,67,21,0.0,0.0,0.0,0.0,6,3,16.0,3,1.0,0.0,8.0,83.0,16.0,7.0,0.0,441,0,0,0,0,0,1,0,1
11,63,24,0.0,0.0,0.0,0.0,7,2,17.0,2,1.0,1.0,,,,6.0,,576,0,0,1,0,0,0,0,0
9,59,29,0.0,0.0,0.0,0.0,4,5,17.0,5,1.0,0.0,3.0,75.0,15.0,6.0,0.0,841,0,0,1,0,0,0,0,1
7,70,18,0.0,1.0,0.0,0.0,10,0,,0,1.0,0.0,,,,4.0,,324,0,0,1,0,0,0,0,0
1,69,19,0.0,1.0,0.0,0.0,0,1,19.0,1,1.0,0.0,,,,2.0,,361,0,0,1,0,0,1,1,0
6,67,21,0.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,,,,7.0,,441,0,0,0,0,0,1,0,0
10,57,30,0.0,1.0,0.0,0.0,0,3,20.0,3,1.0,0.0,,,,5.0,,900,0,0,0,0,0,0,1,0
4,57,31,0.0,1.0,0.0,1.0,10,2,18.0,2,1.0,1.0,8.0,78.0,21.0,5.0,7.0,961,0,0,0,1,0,1,0,1
9,61,26,0.0,1.0,0.0,1.0,10,2,19.0,2,1.0,1.0,,,,4.0,,676,0,0,1,0,0,0,0,0
9,68,19,0.0,1.0,0.0,1.0,10,1,19.0,1,1.0,0.0,,,,6.0,,361,0,0,1,0,0,0,0,0
7,58,30,0.0,1.0,0.0,1.0,9,3,20.0,3,1.0,1.0,2.0,80.0,21.0,6.0,16.0,900,0,0,1,0,0,0,0,1
3,40,48,0.0,1.0,0.0,1.0,1,10,17.0,10,1.0,1.0,8.0,58.0,18.0,8.0,0.0,2304,0,0,1,0,0,1,0,1
4,64,24,0.0,1.0,0.0,1.0,6,2,20.0,2,1.0,1.0,,,,5.0,,576,0,0,1,0,0,1,0,0
3,70,18,0.0,1.0,0.0,1.0,6,1,17.0,1,1.0,0.0,,,,5.0,,324,0,0,1,0,0,1,0,0
3,72,16,0.0,1.0,0.0,1.0,8,0,,0,1.0,0.0,,,,5.0,,256,0,0,1,0,0,1,0,0
1,71,17,0.0,0.0,0.0,0.0,3,1,15.0,1,1.0,1.0,,,,2.0,,289,0,0,1,0,0,1,0,0
2,59,29,0.0,0.0,0.0,0.0,0,5,19.0,5,1.0,0.0,7.0,86.0,27.0,10.0,3.0,841,0,0,0,0,0,1,1,1
4,51,37,0.0,0.0,0.0,0.0,0,4,24.0,4,1.0,0.0,10.0,69.0,18.0,5.0,6.0,1369,0,0,0,0,0,1,1,1
10,64,23,0.0,1.0,0.0,0.0,6,1,15.0,0,1.0,0.0,7.0,83.0,18.0,3.0,10.0,529,0,0,0,0,0,0,0,1
1,56,32,0.0,0.0,0.0,0.0,0,2,27.0,2,1.0,0.0,,,,2.0,,1024,0,0,0,0,0,1,1,0
4,54,34,0.0,1.0,0.0,0.0,0,1,28.0,1,1.0,0.0,,,,3.0,,1156,0,0,0,1,0,1,1,0
1,54,34,0.0,1.0,0.0,0.0,0,0,,0,1.0,0.0,,,,6.0,,1156,0,0,0,0,0,1,1,0
1,60,28,0.0,1.0,0.0,0.0,0,1,22.0,1,1.0,0.0,,,,3.0,,784,0,0,1,0,0,1,1,0
6,71,17,0.0,0.0,0.0,0.0,0,1,17.0,1,1.0,0.0,,,,4.0,,289,0,0,0,0,0,1,1,0
8,58,30,0.0,0.0,0.0,0.0,0,6,15.0,6,1.0,0.0,6.0,73.0,14.0,8.0,7.0,900,0,0,0,0,0,0,1,1
9,55,33,0.0,0.0,0.0,0.0,0,4,18.0,4,1.0,0.0,12.0,73.0,18.0,4.0,5.0,1089,0,0,0,0,0,0,1,1
4,59,29,0.0,1.0,0.0,0.0,0,2,23.0,2,1.0,0.0,5.0,82.0,23.0,3.0,0.0,841,0,0,0,0,0,1,1,1
2,70,18,0.0,0.0,0.0,0.0,0,0,,0,1.0,0.0,1.0,87.0,16.0,3.0,7.0,324,0,0,0,0,0,1,1,1
5,68,20,0.0,0.0,0.0,0.0,0,1,19.0,1,1.0,0.0,6.0,88.0,20.0,4.0,7.0,400,0,0,1,0,0,1,1,1
1,62,26,0.0,1.0,0.0,0.0,0,4,14.0,4,1.0,0.0,4.0,75.0,13.0,4.0,0.0,676,0,0,0,0,0,1,1,1
1,52,36,0.0,0.0,0.0,0.0,0,6,17.0,6,1.0,0.0,7.0,67.0,15.0,5.0,2.0,1296,0,0,1,0,0,1,1,1
1,60,28,0.0,0.0,0.0,0.0,0,1,24.0,1,1.0,0.0,6.0,82.0,22.0,5.0,4.0,784,0,0,0,0,0,1,1,1
11,53,34,0.0,1.0,0.0,1.0,7,3,24.0,2,1.0,0.0,12.0,72.0,19.0,4.0,10.0,1156,0,0,0,1,0,0,0,1
12,68,19,0.0,1.0,0.0,0.0,5,1,17.0,1,1.0,0.0,,,,3.0,,361,0,0,0,0,0,0,0,0
1,66,22,0.0,1.0,0.0,0.0,10,1,14.0,1,1.0,1.0,9.0,79.0,13.0,5.0,,484,0,0,1,0,0,1,0,1
5,42,46,0.0,1.0,0.0,0.0,0,6,28.0,5,1.0,0.0,1.0,67.0,24.0,6.0,2.0,2116,0,0,1,0,0,1,1,1
11,64,24,0.0,1.0,0.0,0.0,4,2,18.0,2,1.0,0.0,7.0,87.0,22.0,4.0,7.0,576,0,0,1,0,0,0,0,1
6,68,20,0.0,0.0,0.0,1.0,0,1,17.0,1,1.0,0.0,7.0,88.0,20.0,,7.0,400,0,0,1,0,0,1,1,1
1,58,30,0.0,0.0,0.0,1.0,0,2,23.0,2,1.0,,3.0,80.0,22.0,10.0,7.0,900,0,0,1,0,0,1,1,1
6,55,33,0.0,0.0,0.0,1.0,0,9,19.0,9,,,1.0,74.0,18.0,,0.0,1089,0,0,1,0,0,1,1,1
9,66,22,0.0,0.0,0.0,1.0,0,1,20.0,1,1.0,,1.0,84.0,17.0,,0.0,484,0,0,1,0,0,0,1,1
2,56,32,0.0,0.0,0.0,1.0,0,3,25.0,3,0.0,0.0,6.0,76.0,20.0,3.0,1.0,1024,0,0,1,0,0,1,1,1
4,63,25,0.0,0.0,0.0,0.0,0,3,20.0,3,0.0,0.0,12.0,80.0,17.0,,0.0,625,0,0,1,0,0,1,1,1
5,69,19,0.0,0.0,0.0,0.0,0,2,17.0,2,1.0,0.0,3.0,86.0,16.0,4.0,0.0,361,0,0,1,0,0,1,1,1
5,52,36,0.0,0.0,0.0,0.0,0,4,17.0,4,0.0,0.0,7.0,68.0,16.0,9.0,6.0,1296,0,0,1,0,0,1,1,1
2,57,31,0.0,0.0,0.0,0.0,0,2,16.0,2,1.0,,3.0,72.0,15.0,5.0,6.0,961,0,0,1,0,0,1,1,1
3,73,15,0.0,0.0,0.0,1.0,3,0,,0,0.0,0.0,,,,2.0,,225,0,0,1,0,0,1,0,0
3,73,15,0.0,0.0,0.0,0.0,4,0,,0,0.0,0.0,,,,,,225,0,0,1,0,0,1,0,0
6,67,21,0.0,0.0,0.0,0.0,0,2,15.0,2,0.0,0.0,1.0,80.0,12.0,,0.0,441,0,0,1,0,0,1,1,1
2,71,17,0.0,0.0,0.0,0.0,0,1,16.0,1,0.0,0.0,1.0,87.0,15.0,,0.0,289,0,0,1,0,0,1,1,1
3,66,22,0.0,0.0,0.0,0.0,0,2,15.0,2,0.0,0.0,9.0,81.0,15.0,10.0,1.0,484,0,0,1,0,0,1,1,1
8,68,20,0.0,0.0,0.0,0.0,0,1,15.0,0,1.0,0.0,1.0,84.0,15.0,3.0,0.0,400,0,0,1,0,0,0,1,1
6,72,16,0.0,0.0,0.0,1.0,0,0,,0,0.0,0.0,,,,4.0,,256,0,0,1,0,0,1,1,0
8,69,19,0.0,0.0,0.0,0.0,5,0,,0,0.0,0.0,8.0,87.0,18.0,4.0,0.0,361,0,0,1,0,0,0,0,1
8,40,48,0.0,1.0,0.0,1.0,0,5,19.0,5,1.0,1.0,11.0,65.0,25.0,3.0,7.0,2304,0,0,1,0,0,0,1,1
5,70,18,0.0,1.0,0.0,1.0,9,0,,0,1.0,1.0,,,,5.0,,324,0,0,0,0,0,1,0,0
8,60,28,0.0,1.0,0.0,0.0,6,5,16.0,5,1.0,0.0,8.0,79.0,19.0,3.0,7.0,784,0,0,1,0,0,0,0,1
10,59,29,0.0,1.0,0.0,1.0,0,1,19.0,1,1.0,0.0,9.0,80.0,20.0,5.0,7.0,841,0,0,1,0,0,0,1,1
12,57,30,0.0,1.0,0.0,0.0,5,5,17.0,5,1.0,1.0,9.0,76.0,18.0,6.0,7.0,900,0,0,0,0,0,0,0,1
3,52,36,0.0,1.0,0.0,0.0,2,7,19.0,7,1.0,0.0,11.0,69.0,17.0,2.0,,1296,0,0,1,0,0,1,0,1
6,73,15,0.0,1.0,0.0,1.0,6,0,,0,1.0,0.0,,,,4.0,,225,0,0,1,0,0,1,0,0
9,65,23,0.0,1.0,0.0,0.0,10,2,19.0,2,1.0,0.0,1.0,87.0,21.0,4.0,2.0,529,0,0,0,0,0,0,0,1
7,55,33,1.0,0.0,0.0,0.0,3,6,17.0,6,1.0,1.0,10.0,72.0,17.0,4.0,,1089,0,0,0,0,0,0,0,1
7,55,33,0.0,0.0,0.0,0.0,7,4,19.0,4,1.0,1.0,10.0,82.0,27.0,6.0,3.0,1089,0,0,1,0,0,0,0,1
5,60,28,0.0,1.0,0.0,0.0,3,4,20.0,3,1.0,1.0,,,,6.0,,784,0,0,0,0,0,1,0,0
2,50,38,0.0,1.0,0.0,1.0,10,5,19.0,4,1.0,0.0,2.0,70.0,20.0,6.0,12.0,1444,0,0,1,0,0,1,0,1
8,72,16,0.0,1.0,0.0,1.0,10,0,,0,1.0,1.0,,,,2.0,,256,0,0,0,0,1,0,0,0
1,71,17,0.0,1.0,0.0,1.0,10,0,,0,1.0,1.0,,,,4.0,,289,0,0,1,0,0,1,0,0
6,72,16,0.0,1.0,0.0,1.0,6,0,,0,1.0,0.0,,,,3.0,,256,0,0,1,0,0,1,0,0
8,71,17,0.0,1.0,0.0,1.0,6,0,,0,1.0,0.0,,,,4.0,,289,0,0,1,0,0,0,0,0
9,72,16,0.0,1.0,0.0,1.0,7,0,,0,1.0,0.0,,,,3.0,,256,0,0,1,0,0,0,0,0
9,51,37,0.0,0.0,0.0,0.0,7,4,19.0,4,1.0,1.0,,,,6.0,,1369,0,0,1,0,0,0,0,0
1,56,32,1.0,1.0,0.0,0.0,7,6,18.0,5,1.0,1.0,12.0,75.0,19.0,7.0,7.0,1024,0,0,1,0,0,1,0,1
9,69,19,0.0,0.0,0.0,0.0,9,0,,0,1.0,0.0,,,,3.0,,361,0,0,1,0,0,0,0,0
6,67,21,0.0,0.0,0.0,0.0,6,1,20.0,1,1.0,0.0,,,,3.0,,441,0,0,0,0,0,1,0,0
8,58,30,0.0,1.0,0.0,0.0,0,3,14.0,2,1.0,1.0,3.0,78.0,19.0,10.0,7.0,900,0,0,1,0,0,0,1,1
8,52,36,0.0,0.0,0.0,0.0,7,1,15.0,1,1.0,0.0,,,,5.0,,1296,0,0,1,0,0,0,0,0
12,49,38,0.0,1.0,0.0,0.0,5,6,14.0,6,1.0,1.0,7.0,63.0,13.0,6.0,0.0,1444,0,0,1,0,0,0,0,1
7,73,15,0.0,1.0,0.0,0.0,6,0,,0,1.0,0.0,,,,2.0,,225,0,0,1,0,0,0,0,0
